Formation;Nom anonymisé;Prénom anonymisé;Numéro;Genre;Date de naissance;Profil;Type établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Série;LV 1;LV 2
DUT INFO;XXX8932;Yyy906;771375;M;15/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3264;Yyy445;771380;F;02/04/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT GIM;XXX6666;Yyy279;771381;M;27/05/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7754;Yyy557;771385;M;26/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT RT;XXX2570;Yyy589;771385;M;26/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT GIM;XXX3204;Yyy842;771387;M;11/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Allemand
DUT INFO;XXX2315;Yyy151;771390;M;26/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX2254;Yyy182;771390;M;26/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX1349;Yyy733;771398;M;07/10/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT GIM;XXX9706;Yyy692;771404;M;22/05/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX3487;Yyy349;771404;M;22/05/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX6612;Yyy124;771405;M;18/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX3602;Yyy108;771405;M;18/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX9282;Yyy458;771409;M;23/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX3445;Yyy868;771409;M;23/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX7627;Yyy338;771416;M;28/05/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX3783;Yyy523;771420;M;12/08/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7949;Yyy449;771427;M;04/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX5451;Yyy673;771430;M;01/03/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Italien
DUT INFO;XXX8072;Yyy991;771445;M;16/11/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX8283;Yyy213;771445;M;16/11/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX5597;Yyy674;771457;M;13/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX9516;Yyy315;771459;M;10/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX8420;Yyy932;771459;M;10/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT CS;XXX4420;Yyy581;771460;F;07/11/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;L;Anglais;Allemand
DUT RT;XXX5783;Yyy629;771461;M;02/08/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX2815;Yyy477;771462;M;01/08/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX5006;Yyy564;771470;M;05/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX3639;Yyy925;771473;M;18/10/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4218;Yyy377;771474;M;31/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX1991;Yyy844;771481;M;11/06/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX7432;Yyy200;771491;M;05/11/2001;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX9055;Yyy898;771493;M;22/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX9724;Yyy832;771498;M;23/11/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX1189;Yyy546;771519;M;11/02/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX2400;Yyy208;771520;M;06/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Allemand
DUT INFO;XXX1612;Yyy437;771527;M;15/12/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX3157;Yyy874;771527;M;15/12/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4247;Yyy369;771530;M;15/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX4246;Yyy752;771530;M;15/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3021;Yyy104;771532;M;06/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT RT;XXX6607;Yyy665;771532;M;06/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT GIM;XXX4875;Yyy477;771551;M;03/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX6439;Yyy299;771552;M;06/02/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX6466;Yyy952;771552;M;06/02/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX8293;Yyy190;771552;M;06/02/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX6379;Yyy838;771557;M;16/10/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX6411;Yyy243;771559;M;14/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX2094;Yyy224;771562;M;24/12/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX4506;Yyy365;771563;M;09/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX6739;Yyy551;771564;M;07/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX5193;Yyy342;771566;M;10/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX2760;Yyy474;771566;M;10/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX7797;Yyy504;771567;M;28/06/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX8322;Yyy617;771567;M;28/06/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7590;Yyy230;771569;M;03/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Allemand
DUT GIM;XXX6989;Yyy596;771574;M;20/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT GIM;XXX8709;Yyy209;771575;M;23/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX7030;Yyy607;771582;F;02/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX5077;Yyy288;771583;M;30/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX5626;Yyy546;771584;M;02/02/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX6391;Yyy515;771584;M;02/02/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX6719;Yyy127;771585;M;15/10/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6825;Yyy319;771587;M;26/05/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4627;Yyy822;771588;M;04/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX5758;Yyy839;771588;M;04/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX2153;Yyy754;771591;M;07/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Arabe
DUT INFO;XXX7542;Yyy828;771600;M;25/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX2643;Yyy570;771603;M;31/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT GIM;XXX4741;Yyy906;771604;M;07/02/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6140;Yyy349;771612;M;18/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX7181;Yyy316;771615;M;19/09/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX4278;Yyy271;771616;M;05/10/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;ES;Anglais;Espagnol
DUT INFO;XXX9859;Yyy397;771616;M;05/10/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;ES;Anglais;Espagnol
DUT INFO;XXX9864;Yyy732;771622;M;25/04/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX8827;Yyy877;771622;M;25/04/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX6335;Yyy529;771623;M;21/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Italien
DUT GIM;XXX5732;Yyy194;771625;M;13/08/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX8782;Yyy628;771626;M;04/10/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Italien
DUT GIM;XXX1656;Yyy790;771629;M;11/06/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX1592;Yyy223;771633;M;14/09/2003;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX6223;Yyy785;771635;M;30/08/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX4162;Yyy803;771637;M;07/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX3881;Yyy872;771645;M;19/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX9832;Yyy744;771653;M;24/10/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX9748;Yyy406;771658;M;22/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX5321;Yyy295;771658;M;22/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX5183;Yyy312;771666;M;30/09/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX9707;Yyy496;771668;M;23/05/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;ES;Anglais;Espagnol
DUT GIM;XXX9243;Yyy443;771672;M;10/08/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX1492;Yyy968;771681;M;22/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7357;Yyy502;771691;M;12/09/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX8351;Yyy795;771691;M;12/09/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX4818;Yyy808;771704;M;19/11/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX3701;Yyy919;771708;M;26/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT CS;XXX8247;Yyy331;771712;F;20/04/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;ES;Anglais;Espagnol
DUT GIM;XXX6617;Yyy379;771716;M;10/10/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX5212;Yyy152;771721;F;27/11/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX2653;Yyy406;771731;M;21/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6262;Yyy944;771734;F;11/06/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3041;Yyy832;771737;M;02/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX4322;Yyy909;771745;M;03/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX1464;Yyy157;771750;M;10/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX3429;Yyy190;771750;M;10/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX1578;Yyy998;771752;M;28/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX6299;Yyy421;771755;M;17/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX1238;Yyy486;771756;M;21/04/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX4800;Yyy914;771766;M;16/05/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX4664;Yyy330;771768;M;16/10/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX2647;Yyy868;771770;M;16/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX9870;Yyy580;771773;M;28/08/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX5212;Yyy736;771773;M;28/08/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX7144;Yyy785;771780;F;23/02/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX1757;Yyy868;771784;M;24/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX1022;Yyy949;771796;M;19/08/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX9221;Yyy907;771804;M;20/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX2581;Yyy685;771804;M;20/03/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX1904;Yyy503;771817;M;20/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7418;Yyy407;771820;M;15/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3546;Yyy681;771823;M;23/07/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX8862;Yyy183;771826;M;26/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX6715;Yyy142;771826;M;26/12/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX2900;Yyy798;771828;M;27/06/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7808;Yyy613;771829;M;01/03/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX2780;Yyy814;771838;M;26/11/1999;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3333;Yyy127;771839;M;10/09/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Allemand
DUT INFO;XXX1931;Yyy306;771841;M;19/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX9410;Yyy650;771849;M;07/08/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX9576;Yyy956;771849;M;07/08/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX9047;Yyy311;771854;M;03/03/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Chinois
DUT INFO;XXX1547;Yyy595;771864;M;10/01/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX4351;Yyy316;771866;M;23/11/2001;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3098;Yyy258;771878;M;22/11/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX1381;Yyy756;771878;M;22/11/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX8640;Yyy920;771881;M;23/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Italien
DUT RT;XXX3779;Yyy297;771881;M;23/11/2002;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Italien
DUT GIM;XXX4345;Yyy249;771882;M;12/12/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;STI2D;Anglais;Arabe
DUT INFO;XXX1637;Yyy640;771885;M;31/08/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Italien
DUT RT;XXX5010;Yyy487;771885;M;31/08/2000;En Terminale;Lycée français;Lycée Déodat de Séverac;Toulouse;31;France;S;Anglais;Italien
DUT CS;XXX7766;Yyy670;772104;F;23/12/2002;En Terminale;Lycée français;Lycée Bellevue;Le Mans;72;France;S;Anglais;Allemand
DUT INFO;XXX7861;Yyy242;772180;M;09/04/2002;En Terminale;Lycée français;Lycée Bellevue;Le Mans;72;France;S;Anglais;Espagnol
DUT INFO;XXX4320;Yyy836;774132;M;11/05/2002;En Terminale;Lycée français;Lycée Saint Exupery;Marseille 15e  Arrondissement;13;France;STI2D;Allemand;Anglais
DUT INFO;XXX3297;Yyy341;777309;M;08/12/2001;En Terminale;Lycée français;Lycée Notre-Dame De Garaison;Monléon-Magnoac;65;France;S;Anglais;Espagnol
DUT CS;XXX9151;Yyy437;778461;F;27/01/2002;En Terminale;Lycée français;Lycée Marguerite Yourcenar;Erstein;67;France;STMG;Allemand;Anglais
DUT INFO;XXX6227;Yyy736;779297;M;22/02/2002;En Terminale;Lycée français;Lycée St-Joseph Sup'St Jo;Périgueux;24;France;S;Anglais;Chinois
DUT CS;XXX2230;Yyy106;779759;F;27/12/2002;En Terminale;Lycée français;Lycée Paul Painleve;Oyonnax;1;France;ST2S;Anglais;Espagnol
DUT CS;XXX8534;Yyy753;779845;F;09/10/2002;En Terminale;Lycée français;Lycée Paul Painleve;Oyonnax;1;France;S;Anglais;Espagnol
DUT CS;XXX7039;Yyy534;781491;M;13/02/2002;En Terminale;Lycée français;Lycée de Navarre;Saint-Jean-Pied-de-Port;64;France;ES;Anglais;Espagnol
DUT GIM;XXX6714;Yyy662;781495;M;20/11/2002;En Terminale;Lycée français;Lycée de Navarre;Saint-Jean-Pied-de-Port;64;France;S;Anglais;Espagnol
DUT INFO;XXX9122;Yyy869;781694;M;13/05/2002;En Terminale;Lycée français;Lycée Climatique René Billères;Argelès-Gazost;65;France;ES;Anglais;Espagnol
DUT INFO;XXX4396;Yyy891;781709;M;28/05/2002;En Terminale;Lycée français;Lycée Climatique René Billères;Argelès-Gazost;65;France;S;Anglais;Espagnol
DUT INFO;XXX4887;Yyy924;781799;M;15/08/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;S;Anglais;Espagnol
DUT RT;XXX6603;Yyy418;781799;M;15/08/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;S;Anglais;Espagnol
DUT CS;XXX3835;Yyy368;781818;F;26/01/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Espagnol;Anglais
DUT INFO;XXX8519;Yyy382;781821;M;21/02/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Allemand
DUT INFO;XXX6712;Yyy958;781822;M;05/04/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Espagnol;Anglais
DUT INFO;XXX3701;Yyy481;781828;M;11/07/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Espagnol
DUT GIM;XXX7550;Yyy223;781837;M;06/05/2001;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Espagnol
DUT CS;XXX3014;Yyy161;781844;F;29/09/2001;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;L;Anglais;Espagnol
DUT INFO;XXX7077;Yyy418;781851;M;04/07/2001;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Espagnol
DUT INFO;XXX1971;Yyy513;781852;M;24/09/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4117;Yyy720;781854;F;23/03/2001;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;S;Anglais;Espagnol
DUT CS;XXX6195;Yyy816;781859;F;28/05/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;ES;Anglais;Espagnol
DUT INFO;XXX8507;Yyy301;781871;M;07/05/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Espagnol
DUT GIM;XXX5537;Yyy869;781875;M;09/04/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;S;Anglais;Espagnol
DUT GIM;XXX3058;Yyy314;781878;M;27/07/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Espagnol
DUT INFO;XXX2776;Yyy373;781898;M;17/03/2003;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;S;Anglais;Allemand
DUT GIM;XXX1731;Yyy166;781899;M;08/11/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;S;Anglais;Espagnol
DUT GIM;XXX5568;Yyy154;781906;M;27/10/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6477;Yyy343;781946;M;18/02/2002;En Terminale;Lycée français;Lycée Jean Dupuy;Tarbes;65;France;STI2D;Espagnol;Anglais
